total_time_seconds,code_submissions,submission_frequency_per_min,code_structure_changes,retries,hint_requests,experiments_started,question_level_numeric,accuracy_rate,learner_type
188.58,9,2.86,21,10,0,3,3,0.51,Experimental Learner
311.19,24,4.63,25,6,2,4,1,0.88,Experimental Learner
325.54,4,0.74,28,5,2,2,3,0.63,Experimental Learner
305.49,5,0.98,20,13,2,3,2,0.71,Experimental Learner
319.33,2,0.38,6,2,4,1,2,0.7,Manual Learner
328.15,12,2.19,36,10,0,7,2,0.66,Experimental Learner
195.49,9,2.76,18,8,1,4,2,0.68,Experimental Learner
332.6,18,3.25,31,3,1,7,3,0.87,Experimental Learner
587.01,3,0.31,2,3,6,0,1,0.87,Manual Learner
533.36,1,0.11,7,1,4,0,3,0.99,Manual Learner
91.37,20,13.13,33,9,0,9,2,0.88,Experimental Learner
227.11,4,1.06,18,11,2,6,3,0.66,Experimental Learner
115.08,11,5.74,10,9,1,8,3,0.54,Experimental Learner
254.62,1,0.24,7,3,3,0,2,1.0,Manual Learner
567.36,3,0.32,4,3,6,0,2,0.76,Manual Learner
705.61,4,0.34,6,1,2,0,2,0.96,Manual Learner
374.07,1,0.16,4,0,4,1,1,0.78,Manual Learner
547.22,2,0.22,5,0,5,1,1,0.94,Manual Learner
723.61,4,0.33,3,1,6,0,1,0.67,Manual Learner
42.19,23,32.71,12,3,2,6,3,0.44,Experimental Learner
325.08,23,4.25,35,9,2,6,3,0.69,Experimental Learner
370.07,16,2.59,8,10,0,2,1,0.92,Experimental Learner
656.51,1,0.09,6,3,7,0,1,0.92,Manual Learner
48.08,8,9.98,31,10,1,7,2,0.68,Experimental Learner
251.42,2,0.48,1,3,2,0,2,0.74,Manual Learner
668.91,1,0.09,5,2,5,1,3,0.75,Manual Learner
57.8,13,13.49,30,5,2,8,3,0.72,Experimental Learner
160.72,15,5.6,28,12,2,4,3,0.67,Experimental Learner
596.89,3,0.3,1,1,3,1,1,0.89,Manual Learner
274.31,1,0.22,1,0,7,0,3,0.62,Manual Learner
569.01,3,0.32,2,3,5,0,2,0.97,Manual Learner
659.36,3,0.27,1,3,7,1,3,0.9,Manual Learner
111.4,21,11.31,33,9,2,3,1,0.65,Experimental Learner
335.77,19,3.4,28,7,1,9,2,0.55,Experimental Learner
184.25,1,0.33,6,1,4,1,2,0.7,Manual Learner
590.87,4,0.41,2,2,2,0,3,0.75,Manual Learner
473.49,2,0.25,6,1,3,1,3,0.98,Manual Learner
189.72,8,2.53,31,3,1,9,2,0.69,Experimental Learner
228.19,2,0.53,3,3,2,1,2,0.82,Manual Learner
43.4,19,26.27,26,13,1,2,1,0.54,Experimental Learner
312.6,1,0.19,2,0,4,0,2,0.6,Manual Learner
220.17,2,0.55,4,1,3,0,2,0.69,Manual Learner
856.03,2,0.14,1,2,2,0,1,0.99,Manual Learner
255.81,15,3.52,39,11,0,5,3,0.51,Experimental Learner
185.43,6,1.94,18,8,2,4,1,0.95,Experimental Learner
636.58,2,0.19,7,2,2,0,3,0.83,Manual Learner
85.2,14,9.86,23,4,2,2,2,0.49,Experimental Learner
790.79,4,0.3,1,1,6,1,3,0.6,Manual Learner
655.61,3,0.27,1,0,5,0,3,0.84,Manual Learner
672.96,3,0.27,5,2,3,1,2,0.95,Manual Learner
204.56,19,5.57,16,11,0,9,1,0.41,Experimental Learner
112.32,6,3.21,33,14,0,7,1,0.63,Experimental Learner
748.76,1,0.08,7,2,7,1,1,0.91,Manual Learner
835.04,4,0.29,4,0,4,1,1,0.6,Manual Learner
835.52,1,0.07,6,2,7,1,1,0.84,Manual Learner
557.21,2,0.22,3,3,3,0,2,0.67,Manual Learner
270.8,9,1.99,9,6,2,9,2,0.85,Experimental Learner
292.7,8,1.64,30,10,2,3,2,0.55,Experimental Learner
604.69,1,0.1,1,2,3,0,1,0.82,Manual Learner
607.81,3,0.3,6,3,6,0,1,0.82,Manual Learner
204.97,21,6.15,27,4,0,8,3,0.45,Experimental Learner
249.82,13,3.12,13,6,2,2,1,0.83,Experimental Learner
70.98,10,8.45,7,12,2,4,1,0.89,Experimental Learner
288.33,15,3.12,14,13,2,8,3,0.45,Experimental Learner
326.0,2,0.37,3,1,6,1,2,0.83,Manual Learner
255.97,2,0.47,2,3,7,0,2,0.75,Manual Learner
53.85,11,12.26,13,7,0,3,3,0.79,Experimental Learner
31.84,10,18.84,11,9,1,9,2,0.91,Experimental Learner
195.53,12,3.68,31,5,2,3,2,0.75,Experimental Learner
122.01,8,3.93,36,8,0,8,2,0.83,Experimental Learner
213.35,13,3.66,26,5,0,8,1,0.55,Experimental Learner
193.5,6,1.86,13,4,2,4,2,0.65,Experimental Learner
286.46,1,0.21,6,0,4,0,1,0.99,Manual Learner
297.72,6,1.21,35,3,2,7,2,0.74,Experimental Learner
128.9,9,4.19,12,5,0,3,2,0.83,Experimental Learner
147.02,23,9.39,12,8,1,7,2,0.91,Experimental Learner
368.94,7,1.14,34,7,2,3,2,0.43,Experimental Learner
442.71,3,0.41,2,0,3,1,3,0.68,Manual Learner
311.51,10,1.93,27,3,2,6,1,0.76,Experimental Learner
853.28,2,0.14,3,2,3,0,3,0.86,Manual Learner
264.01,7,1.59,10,12,2,8,1,0.55,Experimental Learner
399.28,4,0.6,3,3,4,0,1,0.68,Manual Learner
77.68,17,13.13,29,11,2,2,2,0.9,Experimental Learner
182.22,2,0.66,6,2,6,1,3,0.62,Manual Learner
169.32,4,1.42,15,10,0,5,3,0.44,Experimental Learner
266.61,4,0.9,30,3,2,3,3,0.5,Experimental Learner
598.9,2,0.2,3,3,2,0,1,0.73,Manual Learner
192.68,4,1.25,7,1,3,1,3,0.99,Manual Learner
686.19,1,0.09,5,0,6,0,1,0.68,Manual Learner
603.1,2,0.2,7,2,6,0,3,0.99,Manual Learner
44.87,6,8.02,35,11,1,7,1,0.68,Experimental Learner
125.21,21,10.06,22,12,0,2,1,0.44,Experimental Learner
349.71,7,1.2,10,9,0,4,1,0.41,Experimental Learner
288.97,8,1.66,27,12,1,4,2,0.45,Experimental Learner
848.85,3,0.21,6,1,7,1,3,0.86,Manual Learner
184.18,5,1.63,5,5,0,3,1,0.45,Experimental Learner
675.95,4,0.36,6,3,5,1,1,0.9,Manual Learner
159.75,4,1.5,2,0,3,1,1,0.92,Manual Learner
287.35,7,1.46,9,12,2,9,3,0.51,Experimental Learner
208.9,7,2.01,20,5,0,3,2,0.45,Experimental Learner
249.41,2,0.48,7,0,3,0,2,0.73,Manual Learner
238.3,18,4.53,37,12,0,3,1,0.71,Experimental Learner
751.43,3,0.24,7,1,4,0,3,0.82,Manual Learner
516.73,3,0.35,1,1,6,0,1,0.72,Manual Learner
45.9,4,5.23,7,4,2,4,1,0.66,Experimental Learner
321.06,2,0.37,2,3,6,0,3,0.66,Manual Learner
250.06,7,1.68,27,11,2,6,3,0.85,Experimental Learner
227.34,6,1.58,16,14,0,7,2,0.42,Experimental Learner
220.67,1,0.27,2,3,5,0,2,0.77,Manual Learner
475.03,2,0.25,3,2,6,1,2,0.8,Manual Learner
387.53,11,1.7,31,14,1,8,2,0.41,Experimental Learner
148.09,13,5.27,13,13,2,2,3,0.43,Experimental Learner
169.13,2,0.71,5,1,2,0,3,0.97,Manual Learner
258.16,13,3.02,15,8,0,3,3,0.46,Experimental Learner
383.42,2,0.31,1,3,4,1,3,0.92,Manual Learner
343.34,23,4.02,19,4,2,9,2,0.52,Experimental Learner
131.74,18,8.2,5,3,0,5,2,0.59,Experimental Learner
356.76,20,3.36,15,13,1,3,2,0.85,Experimental Learner
227.63,3,0.79,4,1,6,1,3,0.84,Manual Learner
175.3,22,7.53,6,9,0,9,1,0.58,Experimental Learner
161.84,15,5.56,24,14,1,6,3,0.77,Experimental Learner
409.66,2,0.29,5,3,5,0,1,0.73,Manual Learner
269.54,12,2.67,9,7,1,2,3,0.42,Experimental Learner
90.38,11,7.3,22,11,1,6,1,0.9,Experimental Learner
383.08,4,0.63,15,4,2,5,3,0.71,Experimental Learner
663.94,4,0.36,4,3,7,1,2,0.71,Manual Learner
673.98,1,0.09,7,2,2,0,3,0.97,Manual Learner
232.63,1,0.26,5,1,5,1,1,0.93,Manual Learner
365.66,5,0.82,35,12,2,5,2,0.54,Experimental Learner
67.3,20,17.83,28,14,0,6,2,0.43,Experimental Learner
324.06,2,0.37,5,0,6,1,1,0.94,Manual Learner
156.64,9,3.45,28,4,1,4,1,0.69,Experimental Learner
808.85,3,0.22,7,1,6,1,2,0.82,Manual Learner
121.72,19,9.37,7,4,1,9,1,0.58,Experimental Learner
597.18,2,0.2,2,3,3,0,1,0.75,Manual Learner
154.57,4,1.55,28,11,2,4,1,0.85,Experimental Learner
236.92,17,4.31,5,3,0,3,3,0.83,Experimental Learner
363.85,4,0.66,5,3,2,4,2,0.83,Experimental Learner
366.15,3,0.49,6,0,6,0,2,0.72,Manual Learner
875.07,4,0.27,4,2,4,1,2,0.76,Manual Learner
189.96,20,6.32,33,8,2,3,3,0.71,Experimental Learner
678.93,1,0.09,6,3,5,1,3,0.9,Manual Learner
306.07,20,3.92,12,10,1,4,2,0.4,Experimental Learner
255.71,11,2.58,9,9,2,3,3,0.82,Experimental Learner
790.65,4,0.3,3,3,5,0,1,0.86,Manual Learner
239.83,19,4.75,22,8,2,6,3,0.55,Experimental Learner
291.69,6,1.23,39,5,2,5,3,0.82,Experimental Learner
93.7,5,3.2,24,12,2,6,2,0.88,Experimental Learner
435.71,4,0.55,4,3,4,1,1,0.66,Manual Learner
209.22,14,4.01,6,14,0,2,2,0.49,Experimental Learner
324.27,16,2.96,12,11,1,8,1,0.57,Experimental Learner
231.32,15,3.89,36,8,0,3,1,0.66,Experimental Learner
399.13,7,1.05,9,5,2,5,3,0.7,Experimental Learner
539.42,2,0.22,3,0,6,1,2,0.97,Manual Learner
220.3,14,3.81,29,10,1,2,3,0.5,Experimental Learner
330.51,20,3.63,35,3,1,6,3,0.57,Experimental Learner
81.97,8,5.86,15,13,1,4,1,0.61,Experimental Learner
124.97,19,9.12,31,4,0,2,3,0.84,Experimental Learner
691.86,2,0.17,7,3,6,1,2,0.79,Manual Learner
138.26,13,5.64,33,3,0,3,3,0.45,Experimental Learner
898.26,3,0.2,7,2,7,0,3,0.78,Manual Learner
247.52,1,0.24,4,3,3,0,3,0.6,Manual Learner
334.86,3,0.54,2,1,3,0,2,0.73,Manual Learner
359.4,23,3.84,26,9,2,5,2,0.49,Experimental Learner
873.21,3,0.21,5,0,3,1,2,0.93,Manual Learner
237.44,20,5.05,35,5,2,9,2,0.5,Experimental Learner
873.86,3,0.21,5,3,4,0,2,0.62,Manual Learner
110.16,9,4.9,33,9,1,7,1,0.42,Experimental Learner
95.29,13,8.19,6,11,2,4,2,0.61,Experimental Learner
794.38,4,0.3,3,3,3,1,1,0.68,Manual Learner
212.2,3,0.85,2,3,4,1,3,0.62,Manual Learner
831.26,2,0.14,7,0,6,0,1,0.77,Manual Learner
246.44,4,0.97,3,0,5,1,2,0.84,Manual Learner
409.39,4,0.59,6,3,7,0,1,0.83,Manual Learner
190.0,1,0.32,6,0,3,1,2,0.79,Manual Learner
220.92,3,0.81,3,1,7,1,2,0.75,Manual Learner
600.2,3,0.3,1,3,5,0,3,0.77,Manual Learner
185.54,2,0.65,1,0,4,1,3,0.7,Manual Learner
283.19,15,3.18,7,3,0,7,1,0.77,Experimental Learner
700.65,3,0.26,7,0,6,1,3,0.9,Manual Learner
337.98,12,2.13,30,7,2,8,3,0.66,Experimental Learner
220.53,18,4.9,34,4,1,7,3,0.84,Experimental Learner
122.1,15,7.37,29,4,2,6,3,0.9,Experimental Learner
244.29,22,5.4,10,11,2,3,1,0.8,Experimental Learner
193.25,17,5.28,12,8,0,2,3,0.68,Experimental Learner
687.76,1,0.09,2,3,7,1,1,0.68,Manual Learner
533.65,4,0.45,4,0,6,1,2,0.74,Manual Learner
358.61,1,0.17,7,0,2,0,3,0.73,Manual Learner
336.52,4,0.71,1,1,6,1,2,0.73,Manual Learner
263.34,17,3.87,37,7,2,5,3,0.85,Experimental Learner
211.78,14,3.97,29,10,0,8,3,0.93,Experimental Learner
777.09,2,0.15,7,1,3,0,2,0.97,Manual Learner
77.32,23,17.85,17,10,2,2,1,0.58,Experimental Learner
265.14,1,0.23,4,0,5,1,2,0.91,Manual Learner
355.12,1,0.17,1,1,3,0,1,0.67,Manual Learner
268.09,2,0.45,5,3,5,1,3,0.92,Manual Learner
80.9,22,16.32,24,5,0,7,2,0.61,Experimental Learner
359.87,1,0.17,5,3,7,1,3,0.85,Manual Learner
41.5,15,21.69,30,7,1,4,1,0.58,Experimental Learner
261.01,16,3.68,21,8,1,8,2,0.66,Experimental Learner
479.89,3,0.38,5,3,2,1,3,0.71,Manual Learner
267.81,14,3.14,27,3,1,2,3,0.68,Experimental Learner
291.02,14,2.89,13,3,0,6,2,0.55,Experimental Learner
443.22,2,0.27,5,1,3,0,3,0.78,Manual Learner
60.13,4,3.99,21,12,0,9,3,0.59,Experimental Learner
149.93,9,3.6,24,3,0,3,2,0.66,Experimental Learner
302.77,1,0.2,1,3,2,1,3,0.76,Manual Learner
864.7,1,0.07,1,3,4,0,3,0.97,Manual Learner
201.54,9,2.68,39,5,0,6,3,0.87,Experimental Learner
124.27,14,6.76,9,13,1,5,2,0.69,Experimental Learner
259.43,19,4.39,15,3,1,8,1,0.51,Experimental Learner
757.72,4,0.32,5,0,5,0,2,0.87,Manual Learner
356.06,15,2.53,24,11,2,3,2,0.66,Experimental Learner
172.96,15,5.2,18,5,0,5,2,0.7,Experimental Learner
189.29,14,4.44,12,13,2,3,2,0.91,Experimental Learner
570.04,1,0.11,4,2,6,0,1,0.96,Manual Learner
246.86,8,1.94,22,11,0,6,2,0.54,Experimental Learner
636.83,2,0.19,4,3,2,0,1,0.67,Manual Learner
606.23,4,0.4,2,0,7,0,1,0.64,Manual Learner
139.27,6,2.58,19,7,2,7,3,0.79,Experimental Learner
595.01,1,0.1,7,0,7,1,1,0.76,Manual Learner
247.3,1,0.24,5,3,3,1,2,0.64,Manual Learner
88.52,7,4.74,20,3,0,7,3,0.48,Experimental Learner
102.88,16,9.33,7,10,0,9,1,0.48,Experimental Learner
271.17,11,2.43,8,10,1,2,2,0.53,Experimental Learner
203.88,2,0.59,2,0,4,0,3,1.0,Manual Learner
186.54,19,6.11,7,13,0,2,1,0.41,Experimental Learner
489.89,3,0.37,3,0,3,1,3,0.74,Manual Learner
119.16,10,5.04,23,9,0,2,2,0.48,Experimental Learner
609.17,2,0.2,2,3,3,0,3,0.62,Manual Learner
232.86,17,4.38,13,12,1,9,1,0.8,Experimental Learner
295.04,2,0.41,3,1,7,1,3,0.98,Manual Learner
275.28,16,3.49,21,10,2,5,2,0.6,Experimental Learner
232.07,21,5.43,9,3,1,7,1,0.87,Experimental Learner
766.17,4,0.31,4,2,6,1,1,0.97,Manual Learner
126.13,17,8.09,13,7,0,4,2,0.79,Experimental Learner
277.54,7,1.51,24,8,1,7,3,0.87,Experimental Learner
865.07,1,0.07,3,1,6,0,3,0.88,Manual Learner
589.6,1,0.1,1,0,6,1,1,0.88,Manual Learner
96.97,20,12.37,18,7,1,6,2,0.5,Experimental Learner
454.95,2,0.26,5,1,5,0,1,0.78,Manual Learner
355.65,2,0.34,6,0,3,0,2,0.97,Manual Learner
258.3,7,1.63,7,11,0,5,1,0.82,Experimental Learner
98.99,7,4.24,12,5,0,3,2,0.74,Experimental Learner
364.92,13,2.14,15,10,1,5,2,0.57,Experimental Learner
65.33,24,22.04,29,3,2,6,3,0.69,Experimental Learner
770.81,4,0.31,6,2,5,0,3,0.71,Manual Learner
350.12,24,4.11,16,9,1,7,3,0.84,Experimental Learner
172.54,12,4.17,39,10,0,2,2,0.66,Experimental Learner
366.19,17,2.79,30,12,1,2,2,0.68,Experimental Learner
37.54,6,9.59,22,3,2,8,3,0.84,Experimental Learner
546.73,4,0.44,1,0,4,1,2,0.7,Manual Learner
667.81,4,0.36,4,0,4,1,1,0.82,Manual Learner
505.49,3,0.36,5,0,2,0,3,0.63,Manual Learner
106.73,17,9.56,23,10,0,6,3,0.62,Experimental Learner
122.09,18,8.85,5,14,1,5,2,0.65,Experimental Learner
291.53,10,2.06,39,6,0,7,3,0.71,Experimental Learner
394.77,23,3.5,27,11,2,3,3,0.47,Experimental Learner
209.2,14,4.02,37,14,2,7,1,0.47,Experimental Learner
519.93,1,0.12,1,1,6,1,2,0.93,Manual Learner
539.36,4,0.44,1,0,7,1,1,0.64,Manual Learner
754.67,4,0.32,1,0,5,0,3,0.9,Manual Learner
196.22,3,0.92,4,2,3,1,3,0.74,Manual Learner
235.11,3,0.77,4,0,3,0,3,0.63,Manual Learner
283.27,13,2.75,11,6,0,7,2,0.48,Experimental Learner
804.56,3,0.22,5,3,3,1,2,0.7,Manual Learner
42.12,13,18.52,30,7,2,7,1,0.49,Experimental Learner
801.12,2,0.15,4,2,5,1,3,0.93,Manual Learner
218.25,15,4.12,30,8,0,5,3,0.41,Experimental Learner
750.15,2,0.16,3,1,2,0,1,0.81,Manual Learner
56.14,21,22.44,6,9,1,6,3,0.55,Experimental Learner
358.44,13,2.18,14,9,2,9,3,0.68,Experimental Learner
761.63,3,0.24,6,0,6,1,3,0.79,Manual Learner
349.12,5,0.86,12,13,0,6,2,0.87,Experimental Learner
675.01,4,0.36,1,3,4,0,2,0.65,Manual Learner
87.82,22,15.03,36,14,0,6,3,0.73,Experimental Learner
198.96,1,0.3,1,3,5,1,3,0.76,Manual Learner
591.97,4,0.41,4,1,6,1,2,0.89,Manual Learner
159.61,19,7.14,5,5,0,5,2,0.59,Experimental Learner
262.16,4,0.92,23,13,2,3,1,0.85,Experimental Learner
614.76,2,0.2,7,3,6,0,3,0.76,Manual Learner
233.81,4,1.03,26,11,0,8,1,0.7,Experimental Learner
706.09,2,0.17,6,0,7,1,1,0.98,Manual Learner
505.54,1,0.12,6,2,2,0,1,0.61,Manual Learner
330.29,22,4.0,9,3,0,7,2,0.53,Experimental Learner
381.37,24,3.78,31,8,2,7,2,0.86,Experimental Learner
201.26,3,0.89,5,2,2,0,3,0.88,Manual Learner
146.14,18,7.39,22,10,2,7,1,0.7,Experimental Learner
392.16,24,3.67,31,10,0,5,2,0.72,Experimental Learner
473.97,1,0.13,2,3,2,0,2,0.67,Manual Learner
92.79,12,7.76,30,11,0,7,3,0.41,Experimental Learner
148.44,10,4.04,12,5,1,2,3,0.9,Experimental Learner
265.68,4,0.9,6,0,5,1,1,0.9,Manual Learner
271.76,5,1.1,17,9,1,6,1,0.82,Experimental Learner
733.73,3,0.25,6,3,6,1,1,0.71,Manual Learner
250.35,15,3.59,37,8,1,4,3,0.49,Experimental Learner
189.21,3,0.95,6,0,2,1,1,0.91,Manual Learner
35.17,10,17.06,5,11,1,4,1,0.5,Experimental Learner
114.52,11,5.76,25,6,1,6,1,0.48,Experimental Learner
172.37,4,1.39,3,3,7,1,3,0.75,Manual Learner
239.92,20,5.0,34,7,0,4,1,0.57,Experimental Learner
386.02,1,0.16,7,2,7,1,1,0.78,Manual Learner
517.02,2,0.23,4,2,2,0,3,0.99,Manual Learner
274.37,10,2.19,23,5,1,7,1,0.72,Experimental Learner
768.38,3,0.23,3,2,4,0,1,0.99,Manual Learner
263.48,3,0.68,2,1,5,1,3,0.69,Manual Learner
133.09,4,1.8,27,3,0,9,2,0.76,Experimental Learner
118.0,17,8.64,33,8,2,5,2,0.75,Experimental Learner
119.35,12,6.03,35,10,0,4,3,0.46,Experimental Learner
550.21,4,0.44,4,3,7,0,3,0.64,Manual Learner
418.2,4,0.57,4,0,4,0,3,0.91,Manual Learner
491.27,4,0.49,5,3,4,0,1,0.76,Manual Learner
290.79,2,0.41,6,0,3,1,2,0.81,Manual Learner
75.15,16,12.78,8,5,0,7,2,0.56,Experimental Learner
120.75,19,9.44,7,9,1,9,3,0.87,Experimental Learner
236.42,4,1.02,30,14,2,8,1,0.7,Experimental Learner
147.33,16,6.52,27,13,1,6,2,0.45,Experimental Learner
350.3,18,3.08,9,4,1,9,1,0.42,Experimental Learner
212.58,7,1.98,17,9,0,7,3,0.54,Experimental Learner
134.99,8,3.56,7,8,2,3,1,0.77,Experimental Learner
709.58,4,0.34,6,2,6,0,1,0.88,Manual Learner
119.77,4,2.0,14,13,2,2,1,0.76,Experimental Learner
43.75,17,23.31,24,14,1,6,1,0.88,Experimental Learner
423.15,2,0.28,6,3,3,0,3,0.63,Manual Learner
57.87,18,18.66,28,10,2,9,3,0.94,Experimental Learner
314.55,5,0.95,22,8,2,2,2,0.89,Experimental Learner
522.55,4,0.46,6,0,3,0,1,0.99,Manual Learner
286.36,4,0.84,3,0,4,0,2,0.97,Manual Learner
271.13,11,2.43,29,11,0,9,3,0.52,Experimental Learner
879.94,1,0.07,7,1,3,0,3,0.79,Manual Learner
365.08,3,0.49,1,1,5,1,2,0.8,Manual Learner
853.96,4,0.28,5,3,7,1,1,0.85,Manual Learner
152.44,14,5.51,11,5,0,4,1,0.65,Experimental Learner
353.46,3,0.51,5,3,2,1,2,0.88,Manual Learner
315.7,3,0.57,2,0,2,0,2,0.62,Manual Learner
896.1,3,0.2,7,0,3,1,1,0.79,Manual Learner
326.98,13,2.39,9,11,0,7,2,0.88,Experimental Learner
69.73,24,20.65,25,8,0,4,3,0.9,Experimental Learner
60.74,13,12.84,25,4,1,7,3,0.59,Experimental Learner
131.27,18,8.23,10,8,0,9,1,0.55,Experimental Learner
82.64,4,2.9,8,7,0,7,1,0.88,Experimental Learner
47.23,11,13.97,31,7,2,8,3,0.59,Experimental Learner
489.81,2,0.24,6,3,6,0,2,0.7,Manual Learner
346.17,13,2.25,18,7,2,5,2,0.66,Experimental Learner
317.02,14,2.65,39,14,1,8,2,0.61,Experimental Learner
372.7,4,0.64,1,2,4,0,1,0.74,Manual Learner
120.99,9,4.46,26,8,2,5,2,0.51,Experimental Learner
592.78,1,0.1,4,1,2,0,2,0.82,Manual Learner
609.33,4,0.39,1,3,4,1,3,0.7,Manual Learner
181.71,7,2.31,16,7,2,2,2,0.53,Experimental Learner
306.0,19,3.73,28,5,0,4,1,0.75,Experimental Learner
319.23,2,0.38,6,1,3,1,1,0.61,Manual Learner
612.85,2,0.2,7,3,2,1,1,0.81,Manual Learner
511.9,4,0.47,7,0,5,0,2,1.0,Manual Learner
849.09,2,0.14,4,3,5,0,3,0.8,Manual Learner
354.37,3,0.51,5,0,5,1,1,0.88,Manual Learner
177.01,17,5.76,5,3,1,9,1,0.44,Experimental Learner
211.44,4,1.14,2,3,5,1,1,1.0,Manual Learner
246.56,12,2.92,38,14,2,3,1,0.81,Experimental Learner
663.41,2,0.18,4,3,2,1,1,0.98,Manual Learner
286.09,4,0.84,2,1,4,1,3,0.9,Manual Learner
306.55,2,0.39,1,1,4,0,3,0.89,Manual Learner
596.03,2,0.2,4,1,5,0,2,0.87,Manual Learner
378.03,17,2.7,19,3,0,3,1,0.68,Experimental Learner
234.38,11,2.82,30,8,0,5,2,0.79,Experimental Learner
451.63,4,0.53,2,3,4,1,3,0.96,Manual Learner
140.77,4,1.7,28,10,2,3,1,0.85,Experimental Learner
158.07,4,1.52,1,3,2,0,3,0.77,Manual Learner
471.81,2,0.25,3,0,3,1,1,0.86,Manual Learner
731.57,1,0.08,2,1,6,0,3,0.65,Manual Learner
862.18,3,0.21,4,2,5,1,1,0.71,Manual Learner
357.9,9,1.51,14,14,2,8,2,0.46,Experimental Learner
328.4,1,0.18,4,3,5,0,2,0.7,Manual Learner
246.25,18,4.39,23,6,1,8,1,0.77,Experimental Learner
422.6,3,0.43,2,3,5,1,2,0.74,Manual Learner
342.82,21,3.68,8,4,2,8,2,0.95,Experimental Learner
360.39,2,0.33,4,2,3,1,3,0.79,Manual Learner
529.78,3,0.34,7,2,6,1,2,0.72,Manual Learner
808.79,1,0.07,5,3,5,0,3,0.65,Manual Learner
110.18,20,10.89,9,5,1,2,2,0.92,Experimental Learner
761.18,2,0.16,6,0,6,1,3,0.76,Manual Learner
270.71,3,0.66,2,2,7,1,2,0.74,Manual Learner
513.72,2,0.23,6,1,3,1,3,0.85,Manual Learner
122.84,14,6.84,27,10,0,8,2,0.8,Experimental Learner
99.51,12,7.24,35,7,0,3,2,0.94,Experimental Learner
326.25,5,0.92,25,8,2,8,2,0.78,Experimental Learner
706.37,3,0.25,2,3,7,1,1,0.69,Manual Learner
119.9,5,2.5,17,11,2,3,1,0.49,Experimental Learner
120.17,8,3.99,13,7,0,2,2,0.58,Experimental Learner
615.92,3,0.29,5,3,2,0,1,0.95,Manual Learner
182.43,5,1.64,21,9,0,8,3,0.9,Experimental Learner
112.86,17,9.04,15,12,0,3,1,0.58,Experimental Learner
100.17,8,4.79,37,6,0,5,1,0.87,Experimental Learner
161.48,17,6.32,25,6,0,9,1,0.66,Experimental Learner
611.42,2,0.2,2,2,5,0,3,0.67,Manual Learner
479.69,3,0.38,6,2,5,1,3,0.76,Manual Learner
548.83,1,0.11,2,3,6,1,1,0.72,Manual Learner
210.08,14,4.0,26,14,1,6,3,0.86,Experimental Learner
262.92,10,2.28,27,6,1,8,2,0.58,Experimental Learner
39.45,6,9.13,5,13,2,2,1,0.69,Experimental Learner
103.32,11,6.39,36,12,0,6,3,0.82,Experimental Learner
263.06,1,0.23,3,2,4,0,1,1.0,Manual Learner
772.98,4,0.31,2,2,7,1,1,0.77,Manual Learner
74.51,15,12.08,33,9,0,2,2,0.7,Experimental Learner
50.53,15,17.81,10,11,0,9,1,0.48,Experimental Learner
219.79,24,6.55,26,3,1,5,1,0.68,Experimental Learner
407.73,1,0.15,4,3,5,1,3,0.69,Manual Learner
85.32,6,4.22,17,13,2,8,1,0.72,Experimental Learner
188.68,4,1.27,7,0,4,1,3,0.77,Manual Learner
137.47,21,9.17,19,3,2,8,2,0.6,Experimental Learner
235.58,4,1.02,29,13,1,6,3,0.87,Experimental Learner
138.99,18,7.77,5,13,1,7,3,0.65,Experimental Learner
366.06,3,0.49,4,2,7,0,1,0.84,Manual Learner
376.34,5,0.8,9,3,2,3,2,0.82,Experimental Learner
529.61,3,0.34,5,2,3,0,2,0.82,Manual Learner
45.49,17,22.42,20,4,0,8,3,0.94,Experimental Learner
281.39,3,0.64,2,1,4,0,3,0.8,Manual Learner
179.91,4,1.33,2,1,7,1,2,0.83,Manual Learner
847.07,2,0.14,3,1,7,0,3,0.79,Manual Learner
132.42,5,2.27,28,4,0,9,2,0.52,Experimental Learner
152.79,2,0.79,3,2,5,0,2,0.72,Manual Learner
377.62,14,2.22,9,13,1,6,2,0.8,Experimental Learner
709.71,1,0.08,1,3,3,1,3,0.85,Manual Learner
47.34,19,24.08,11,13,0,3,1,0.4,Experimental Learner
225.48,13,3.46,28,9,1,6,1,0.77,Experimental Learner
799.63,2,0.15,1,2,5,0,3,0.83,Manual Learner
282.2,19,4.04,9,4,2,2,3,0.94,Experimental Learner
408.38,3,0.44,6,0,5,1,1,0.67,Manual Learner
494.38,2,0.24,2,2,2,1,1,0.97,Manual Learner
204.89,4,1.17,4,3,3,0,3,0.96,Manual Learner
486.55,1,0.12,3,2,2,0,1,0.65,Manual Learner
570.65,4,0.42,1,1,2,0,2,0.78,Manual Learner
153.34,2,0.78,2,0,3,1,3,0.97,Manual Learner
453.77,4,0.53,5,2,5,1,1,0.64,Manual Learner
573.62,2,0.21,1,3,3,0,1,0.7,Manual Learner
271.63,4,0.88,22,8,0,6,1,0.85,Experimental Learner
52.99,12,13.59,14,3,2,5,3,0.88,Experimental Learner
186.48,21,6.76,19,9,0,9,2,0.72,Experimental Learner
814.25,4,0.29,3,1,2,1,1,0.95,Manual Learner
211.45,13,3.69,38,10,2,6,3,0.87,Experimental Learner
717.35,4,0.33,5,3,6,1,1,0.89,Manual Learner
